K,N_p,basis,alpha,noise_level,compute_model_posterior,random_seed,n_jobs,bc_config,N,N_d,snr,noise_std,model_rms_error,model_relative_error,property_mean_abs_error,property_rms_error,property_max_error,properties_within_2sigma,properties_within_2sigma_pct,data_misfit_posterior,data_misfit_prior,data_fit_improvement_pct,setup_spaces,create_operators,generate_data,setup_prior,model_posterior_compute,property_mapping,property_covariance_extract,inference_total,total,run_name,status
100,20,sine,0.1,0.1,False,42,30,"{'bc_type': 'dirichlet', 'left': 0, 'right': 0}",50,25,10.0,0.04996236800612683,0.24628733606071695,0.3988363192179478,0.1662410575262629,0.22308205201713754,0.5206585129496814,20,100.0,0.12068836900562131,0.94600761479826,87.24234698350091,1.1444091796875e-05,0.00016164779663085938,0.009330034255981445,0.001041412353515625,1.1733968257904053,0.02962779998779297,1.2393686771392822,2.4424288272857666,5.419834613800049,run_001_N50_N_d25,success
100,20,sine,0.1,0.1,False,42,30,"{'bc_type': 'dirichlet', 'left': 0, 'right': 0}",50,50,10.0,0.10098413535602901,0.18172520221201696,0.29428476477373583,0.07954784001384368,0.10086387301191578,0.2313941304528302,20,100.0,0.47139953809113694,1.5986260961790317,70.51220800049141,2.0503997802734375e-05,0.00011324882507324219,0.020534038543701172,0.0006759166717529297,2.197580575942993,0.027978181838989258,2.3472647666931152,4.572864532470703,6.719368934631348,run_002_N50_N_d50,success
100,20,sine,0.1,0.1,False,42,30,"{'bc_type': 'dirichlet', 'left': 0, 'right': 0}",50,100,10.0,0.10924439116284056,0.14762011419056625,0.23905517810214932,0.06631530727200227,0.07844221623424925,0.14748566050456324,20,100.0,0.8138000171354948,2.126931328317275,61.738303145906734,1.811981201171875e-05,0.00010561943054199219,0.03776860237121582,0.0005390644073486328,4.778364419937134,0.029278039932250977,4.4754297733306885,9.283106565475464,11.55483889579773,run_003_N50_N_d100,success
100,20,sine,0.1,0.1,False,42,30,"{'bc_type': 'dirichlet', 'left': 0, 'right': 0}",100,25,10.0,0.04996236800612683,0.24628733606071695,0.3988363192179478,0.1662410575262629,0.22308205201713754,0.5206585129496814,20,100.0,0.12068836900562131,0.94600761479826,87.24234698350091,2.2172927856445312e-05,0.00012063980102539062,0.009237051010131836,0.0005748271942138672,0.9928243160247803,0.02989363670349121,1.318009376525879,2.3407599925994873,4.344844341278076,run_004_N100_N_d25,success
100,20,sine,0.1,0.1,False,42,30,"{'bc_type': 'dirichlet', 'left': 0, 'right': 0}",100,50,10.0,0.10098413535602901,0.18172520221201696,0.29428476477373583,0.07954784001384368,0.10086387301191578,0.2313941304528302,20,100.0,0.47139953809113694,1.5986260961790317,70.51220800049141,1.71661376953125e-05,0.00011849403381347656,0.019052982330322266,0.0005598068237304688,2.2067642211914062,0.028076887130737305,2.410950183868408,4.645827531814575,6.777224540710449,run_005_N100_N_d50,success
100,20,sine,0.1,0.1,False,42,30,"{'bc_type': 'dirichlet', 'left': 0, 'right': 0}",100,100,10.0,0.10924439116284056,0.14762011419056625,0.23905517810214932,0.06631530727200227,0.07844221623424925,0.14748566050456324,20,100.0,0.8138000171354948,2.126931328317275,61.738303145906734,1.811981201171875e-05,0.00010514259338378906,0.03860211372375488,0.0010726451873779297,4.9129674434661865,0.028872966766357422,4.277960300445557,9.219833135604858,11.481178045272827,run_006_N100_N_d100,success
100,20,sine,0.1,0.1,False,42,30,"{'bc_type': 'dirichlet', 'left': 0, 'right': 0}",200,25,10.0,0.04996236800612683,0.24628733606071695,0.3988363192179478,0.1662410575262629,0.22308205201713754,0.5206585129496814,20,100.0,0.12068836900562131,0.94600761479826,87.24234698350091,1.9788742065429688e-05,0.00011467933654785156,0.009257316589355469,0.0006248950958251953,1.0768122673034668,0.028641939163208008,1.1942660808563232,2.2997546195983887,4.276002407073975,run_007_N200_N_d25,success
100,20,sine,0.1,0.1,False,42,30,"{'bc_type': 'dirichlet', 'left': 0, 'right': 0}",200,50,10.0,0.10098413535602901,0.18172520221201696,0.29428476477373583,0.07954784001384368,0.10086387301191578,0.2313941304528302,20,100.0,0.47139953809113694,1.5986260961790317,70.51220800049141,2.0503997802734375e-05,0.0001277923583984375,0.02042412757873535,0.00057220458984375,2.2907400131225586,0.02933359146118164,2.320988416671753,4.6410973072052,6.722724437713623,run_008_N200_N_d50,success
100,20,sine,0.1,0.1,False,42,30,"{'bc_type': 'dirichlet', 'left': 0, 'right': 0}",200,100,10.0,0.10924439116284056,0.14762011419056625,0.23905517810214932,0.06631530727200227,0.07844221623424925,0.14748566050456324,20,100.0,0.8138000171354948,2.126931328317275,61.738303145906734,1.6927719116210938e-05,0.00012803077697753906,0.0403592586517334,0.0005810260772705078,4.808448314666748,0.029168128967285156,4.45585560798645,9.29349946975708,11.616360664367676,run_009_N200_N_d100,success
